distance;cluster
0,11111111;9736
0,11111111;9735
0,11111111;9734
0,11111111;9733
0,11111111;9732
0,11111111;9731
0,11111111;9730
0,11111111;9729
0,11111111;9728
0,11111111;9727
0,11111111;9726
0,11111111;9725
0,11111111;9724
0,11111111;9723
0,11111111;9722
0,11111111;9721
0,11111111;9720
0,11111111;9719
0,11111111;9718
0,11111111;9717
0,11111111;9716
0,11111111;9715
0,11111111;9714
0,11111111;9713
0,11111111;9712
0,11111111;9711
0,11111111;9710
0,11111111;9709
0,11111111;9708
0,11111111;9707
0,11111111;9706
0,11111111;9705
0,11111111;9704
0,11111111;9703
0,11111111;9702
0,11111111;9701
0,11111111;9700
0,11111111;9699
0,11111111;9698
0,11111111;9697
0,11111111;9696
0,11111111;9695
0,11111111;9694
0,11111111;9693
0,11111111;9692
0,11111111;9691
0,11111111;9690
0,11111111;9689
0,11111111;9688
0,11111111;9687
0,11111111;9686
0,11111111;9685
0,11111111;9684
0,11111111;9683
0,11111111;9682
0,11111111;9681
0,11111111;9680
0,11111111;9679
0,11111111;9678
0,11111111;9677
0,11111111;9676
0,11111111;9675
0,11111111;9674
0,11111111;9673
0,11111111;9672
0,11111111;9671
0,11111111;9670
0,11111111;9669
0,11111111;9668
0,11111111;9667
0,11111111;9666
0,11111111;9665
0,11111111;9664
0,11111111;9663
0,11111111;9662
0,11111111;9661
0,11111111;9660
0,11111111;9659
0,11111111;9658
0,11111111;9657
0,11111111;9656
0,11111111;9655
0,11111111;9654
0,11111111;9653
0,11111111;9652
0,11111111;9651
0,11111111;9650
0,11111111;9649
0,11111111;9648
0,11111111;9647
0,11111111;9646
0,11111111;9645
0,11111111;9644
0,11111111;9643
0,11111111;9642
0,11111111;9641
0,11111111;9640
0,11111111;9639
0,11111111;9638
0,11111111;9637
0,11111111;9636
0,11111111;9635
0,11111111;9634
0,11111111;9633
0,11111111;9632
0,11111111;9631
0,11111111;9630
0,11111111;9629
0,11111111;9628
0,11111111;9627
0,11111111;9626
0,11111111;9625
0,11111111;9624
0,11111111;9623
0,11111111;9622
0,11111111;9621
0,11111111;9620
0,11111111;9619
0,11111111;9618
0,11111111;9617
0,11111111;9616
0,11111111;9615
0,11111111;9614
0,11111111;9613
0,11111111;9612
0,11111111;9611
0,11111111;9610
0,11111111;9609
0,11111111;9608
0,11111111;9607
0,11111111;9606
0,11111111;9605
0,11111111;9604
0,11111111;9603
0,11111111;9602
0,11111111;9601
0,11111111;9600
0,11111111;9599
0,11111111;9598
0,11111111;9597
0,11111111;9596
0,11111111;9595
0,11111111;9594
0,11111111;9593
0,11111111;9592
0,11111111;9591
0,11111111;9590
0,11111111;9589
0,11111111;9588
0,11111111;9587
0,11111111;9586
0,125;9585
0,125;9584
0,125;9583
0,125;9582
0,125;9581
0,125;9580
0,125;9579
0,125;9578
0,125;9577
0,125;9576
0,125;9575
0,125;9574
0,125;9573
0,125;9572
0,125;9571
0,125;9570
0,125;9569
0,125;9568
0,125;9567
0,125;9566
0,125;9565
0,125;9564
0,125;9563
0,125;9562
0,125;9561
0,125;9560
0,125;9559
0,125;9558
0,125;9557
0,125;9556
0,125;9555
0,125;9554
0,125;9553
0,125;9552
0,125;9551
0,125;9550
0,125;9549
0,125;9548
0,125;9547
0,125;9546
0,125;9545
0,125;9544
0,125;9543
0,125;9542
0,125;9541
0,125;9540
0,125;9539
0,125;9538
0,125;9537
0,125;9536
0,125;9535
0,125;9534
0,125;9533
0,125;9532
0,125;9531
0,125;9530
0,125;9529
0,125;9528
0,125;9527
0,125;9526
0,125;9525
0,125;9524
0,125;9523
0,125;9522
0,125;9521
0,125;9520
0,125;9519
0,125;9518
0,125;9517
0,125;9516
0,125;9515
0,125;9514
0,125;9513
0,125;9512
0,125;9511
0,125;9510
0,125;9509
0,125;9508
0,125;9507
0,125;9506
0,125;9505
0,125;9504
0,125;9503
0,125;9502
0,125;9501
0,125;9500
0,125;9499
0,125;9498
0,125;9497
0,125;9496
0,125;9495
0,125;9494
0,125;9493
0,125;9492
0,125;9491
0,125;9490
0,125;9489
0,125;9488
0,125;9487
0,125;9486
0,125;9485
0,125;9484
0,125;9483
0,125;9482
0,125;9481
0,125;9480
0,125;9479
0,125;9478
0,125;9477
0,125;9476
0,125;9475
0,125;9474
0,125;9473
0,125;9472
0,125;9471
0,125;9470
0,125;9469
0,125;9468
0,125;9467
0,125;9466
0,125;9465
0,125;9464
0,125;9463
0,125;9462
0,125;9461
0,125;9460
0,125;9459
0,125;9458
0,125;9457
0,125;9456
0,125;9455
0,125;9454
0,125;9453
0,125;9452
0,125;9451
0,125;9450
0,125;9449
0,125;9448
0,125;9447
0,125;9446
0,125;9445
0,125;9444
0,125;9443
0,125;9442
0,125;9441
0,125;9440
0,125;9439
0,125;9438
0,125;9437
0,125;9436
0,125;9435
0,125;9434
0,125;9433
0,125;9432
0,125;9431
0,125;9430
0,125;9429
0,125;9428
0,125;9427
0,125;9426
0,125;9425
0,125;9424
0,125;9423
0,125;9422
0,125;9421
0,125;9420
0,125;9419
0,125;9418
0,125;9417
0,125;9416
0,125;9415
0,125;9414
0,125;9413
0,125;9412
0,125;9411
0,125;9410
0,125;9409
0,125;9408
0,125;9407
0,125;9406
0,125;9405
0,125;9404
0,125;9403
0,125;9402
0,125;9401
0,125;9400
0,125;9399
0,125;9398
0,125;9397
0,125;9396
0,125;9395
0,125;9394
0,125;9393
0,125;9392
0,125;9391
0,125;9390
0,125;9389
0,125;9388
0,125;9387
0,125;9386
0,125;9385
0,125;9384
0,125;9383
0,125;9382
0,125;9381
0,125;9380
0,125;9379
0,125;9378
0,125;9377
0,125;9376
0,125;9375
0,125;9374
0,125;9373
0,125;9372
0,125;9371
0,14285715;9370
0,14285715;9369
0,14285715;9368
0,14285715;9367
0,14285715;9366
0,14285715;9365
0,14285715;9364
0,14285715;9363
0,14285715;9362
0,14285715;9361
0,14285715;9360
0,14285715;9359
0,14285715;9358
0,14285715;9357
0,14285715;9356
0,14285715;9355
0,14285715;9354
0,14285715;9353
0,14285715;9352
0,14285715;9351
0,14285715;9350
0,14285715;9349
0,14285715;9348
0,14285715;9347
0,14285715;9346
0,14285715;9345
0,14285715;9344
0,14285715;9343
0,14285715;9342
0,14285715;9341
0,14285715;9340
0,14285715;9339
0,14285715;9338
0,14285715;9337
0,14285715;9336
0,14285715;9335
0,14285715;9334
0,14285715;9333
0,14285715;9332
0,14285715;9331
0,14285715;9330
0,14285715;9329
0,14285715;9328
0,14285715;9327
0,14285715;9326
0,14285715;9325
0,14285715;9324
0,14285715;9323
0,14285715;9322
0,14285715;9321
0,14285715;9320
0,14285715;9319
0,14285715;9318
0,14285715;9317
0,14285715;9316
0,14285715;9315
0,14285715;9314
0,14285715;9313
0,14285715;9312
0,14285715;9311
0,14285715;9310
0,14285715;9309
0,14285715;9308
0,14285715;9307
0,14285715;9306
0,14285715;9305
0,14285715;9304
0,14285715;9303
0,14285715;9302
0,14285715;9301
0,14285715;9300
0,14285715;9299
0,14285715;9298
0,14285715;9297
0,14285715;9296
0,14285715;9295
0,14285715;9294
0,14285715;9293
0,14285715;9292
0,14285715;9291
0,14285715;9290
0,14285715;9289
0,14285715;9288
0,14285715;9287
0,14285715;9286
0,14285715;9285
0,14285715;9284
0,14285715;9283
0,14285715;9282
0,14285715;9281
0,14285715;9280
0,14285715;9279
0,14285715;9278
0,14285715;9277
0,14285715;9276
0,14285715;9275
0,14285715;9274
0,14285715;9273
0,14285715;9272
0,14285715;9271
0,14285715;9270
0,14285715;9269
0,14285715;9268
0,14285715;9267
0,14285715;9266
0,14285715;9265
0,14285715;9264
0,14285715;9263
0,14285715;9262
0,14285715;9261
0,14285715;9260
0,14285715;9259
0,14285715;9258
0,14285715;9257
0,14285715;9256
0,14285715;9255
0,14285715;9254
0,14285715;9253
0,14285715;9252
0,14285715;9251
0,14285715;9250
0,14285715;9249
0,14285715;9248
0,14285715;9247
0,14285715;9246
0,14285715;9245
0,14285715;9244
0,14285715;9243
0,14285715;9242
0,14285715;9241
0,14285715;9240
0,14285715;9239
0,14285715;9238
0,14285715;9237
0,14285715;9236
0,14285715;9235
0,14285715;9234
0,14285715;9233
0,14285715;9232
0,14285715;9231
0,14285715;9230
0,14285715;9229
0,14285715;9228
0,14285715;9227
0,14285715;9226
0,14285715;9225
0,14285715;9224
0,14285715;9223
0,14285715;9222
0,14285715;9221
0,14285715;9220
0,14285715;9219
0,14285715;9218
0,14285715;9217
0,14285715;9216
0,14285715;9215
0,14285715;9214
0,14285715;9213
0,14285715;9212
0,14285715;9211
0,14285715;9210
0,14285715;9209
0,14285715;9208
0,14285715;9207
0,14285715;9206
0,14285715;9205
0,14285715;9204
0,14285715;9203
0,14285715;9202
0,14285715;9201
0,14285715;9200
0,14285715;9199
0,14285715;9198
0,14285715;9197
0,14285715;9196
0,14285715;9195
0,14285715;9194
0,14285715;9193
0,14285715;9192
0,14285715;9191
0,14285715;9190
0,14285715;9189
0,14285715;9188
0,14285715;9187
0,14285715;9186
0,14285715;9185
0,14285715;9184
0,14285715;9183
0,14285715;9182
0,14285715;9181
0,14285715;9180
0,14285715;9179
0,14285715;9178
0,14285715;9177
0,14285715;9176
0,14285715;9175
0,14285715;9174
0,14285715;9173
0,14285715;9172
0,14285715;9171
0,14285715;9170
0,14285715;9169
0,14285715;9168
0,14285715;9167
0,14285715;9166
0,14285715;9165
0,14285715;9164
0,14285715;9163
0,14285715;9162
0,14285715;9161
0,14285715;9160
0,14285715;9159
0,14285715;9158
0,14285715;9157
0,14285715;9156
0,14285715;9155
0,14285715;9154
0,14285715;9153
0,14285715;9152
0,14285715;9151
0,14285715;9150
0,14285715;9149
0,14285715;9148
0,14285715;9147
0,14285715;9146
0,14285715;9145
0,14285715;9144
0,14285715;9143
0,14285715;9142
0,14285715;9141
0,14285715;9140
0,14285715;9139
0,14285715;9138
0,14285715;9137
0,14285715;9136
0,14285715;9135
0,14285715;9134
0,14285715;9133
0,14285715;9132
0,14285715;9131
0,14285715;9130
0,14285715;9129
0,14285715;9128
0,14285715;9127
0,14285715;9126
0,14285715;9125
0,14285715;9124
0,14285715;9123
0,14285715;9122
0,14285715;9121
0,14285715;9120
0,14285715;9119
0,14285715;9118
0,14285715;9117
0,14285715;9116
0,14285715;9115
0,14285715;9114
0,14285715;9113
0,14285715;9112
0,14285715;9111
0,14285715;9110
0,14285715;9109
0,14285715;9108
0,14285715;9107
0,14285715;9106
0,14285715;9105
0,14285715;9104
0,14285715;9103
0,14285715;9102
0,14285715;9101
0,14285715;9100
0,14285715;9099
0,14285715;9098
0,14285715;9097
0,14285715;9096
0,14285715;9095
0,14285715;9094
0,14285715;9093
0,14285715;9092
0,14285715;9091
0,14285715;9090
0,14285715;9089
0,14285715;9088
0,14285715;9087
0,14285715;9086
0,14285715;9085
0,14285715;9084
0,14285715;9083
0,14285715;9082
0,14285715;9081
0,14285715;9080
0,14285715;9079
0,14285715;9078
0,14285715;9077
0,14285715;9076
0,14285715;9075
0,14285715;9074
0,14285715;9073
0,14285715;9072
0,14285715;9071
0,14285715;9070
0,14285715;9069
0,14285715;9068
0,14285715;9067
0,14285715;9066
0,14285715;9065
0,16666667;9064
0,16666667;9063
0,16666667;9062
0,16666667;9061
0,16666667;9060
0,16666667;9059
0,16666667;9058
0,16666667;9057
0,16666667;9056
0,16666667;9055
0,16666667;9054
0,16666667;9053
0,16666667;9052
0,16666667;9051
0,16666667;9050
0,16666667;9049
0,16666667;9048
0,16666667;9047
0,16666667;9046
0,16666667;9045
0,16666667;9044
0,16666667;9043
0,16666667;9042
0,16666667;9041
0,16666667;9040
0,16666667;9039
0,16666667;9038
0,16666667;9037
0,16666667;9036
0,16666667;9035
0,16666667;9034
0,16666667;9033
0,16666667;9032
0,16666667;9031
0,16666667;9030
0,16666667;9029
0,16666667;9028
0,16666667;9027
0,16666667;9026
0,16666667;9025
0,16666667;9024
0,16666667;9023
0,16666667;9022
0,16666667;9021
0,16666667;9020
0,16666667;9019
0,16666667;9018
0,16666667;9017
0,16666667;9016
0,16666667;9015
0,16666667;9014
0,16666667;9013
0,16666667;9012
0,16666667;9011
0,16666667;9010
0,16666667;9009
0,16666667;9008
0,16666667;9007
0,16666667;9006
0,16666667;9005
0,16666667;9004
0,16666667;9003
0,16666667;9002
0,16666667;9001
0,16666667;9000
0,16666667;8999
0,16666667;8998
0,16666667;8997
0,16666667;8996
0,16666667;8995
0,16666667;8994
0,16666667;8993
0,16666667;8992
0,16666667;8991
0,16666667;8990
0,16666667;8989
0,16666667;8988
0,16666667;8987
0,16666667;8986
0,16666667;8985
0,16666667;8984
0,16666667;8983
0,16666667;8982
0,16666667;8981
0,16666667;8980
0,16666667;8979
0,16666667;8978
0,16666667;8977
0,16666667;8976
0,16666667;8975
0,16666667;8974
0,16666667;8973
0,16666667;8972
0,16666667;8971
0,16666667;8970
0,16666667;8969
0,16666667;8968
0,16666667;8967
0,16666667;8966
0,16666667;8965
0,16666667;8964
0,16666667;8963
0,16666667;8962
0,16666667;8961
0,16666667;8960
0,16666667;8959
0,16666667;8958
0,16666667;8957
0,16666667;8956
0,16666667;8955
0,16666667;8954
0,16666667;8953
0,16666667;8952
0,16666667;8951
0,16666667;8950
0,16666667;8949
0,16666667;8948
0,16666667;8947
0,16666667;8946
0,16666667;8945
0,16666667;8944
0,16666667;8943
0,16666667;8942
0,16666667;8941
0,16666667;8940
0,16666667;8939
0,16666667;8938
0,16666667;8937
0,16666667;8936
0,16666667;8935
0,16666667;8934
0,16666667;8933
0,16666667;8932
0,16666667;8931
0,16666667;8930
0,16666667;8929
0,16666667;8928
0,16666667;8927
0,16666667;8926
0,16666667;8925
0,16666667;8924
0,16666667;8923
0,16666667;8922
0,16666667;8921
0,16666667;8920
0,16666667;8919
0,16666667;8918
0,16666667;8917
0,16666667;8916
0,16666667;8915
0,16666667;8914
0,16666667;8913
0,16666667;8912
0,16666667;8911
0,16666667;8910
0,16666667;8909
0,16666667;8908
0,16666667;8907
0,16666667;8906
0,16666667;8905
0,16666667;8904
0,16666667;8903
0,16666667;8902
0,16666667;8901
0,16666667;8900
0,16666667;8899
0,16666667;8898
0,16666667;8897
0,16666667;8896
0,16666667;8895
0,16666667;8894
0,16666667;8893
0,16666667;8892
0,16666667;8891
0,16666667;8890
0,16666667;8889
0,16666667;8888
0,16666667;8887
0,16666667;8886
0,16666667;8885
0,16666667;8884
0,16666667;8883
0,16666667;8882
0,16666667;8881
0,16666667;8880
0,16666667;8879
0,16666667;8878
0,16666667;8877
0,16666667;8876
0,16666667;8875
0,16666667;8874
0,16666667;8873
0,16666667;8872
0,16666667;8871
0,16666667;8870
0,16666667;8869
0,16666667;8868
0,16666667;8867
0,16666667;8866
0,16666667;8865
0,16666667;8864
0,16666667;8863
0,16666667;8862
0,16666667;8861
0,16666667;8860
0,16666667;8859
0,16666667;8858
0,16666667;8857
0,16666667;8856
0,16666667;8855
0,16666667;8854
0,16666667;8853
0,16666667;8852
0,16666667;8851
0,16666667;8850
0,16666667;8849
0,16666667;8848
0,16666667;8847
0,16666667;8846
0,16666667;8845
0,16666667;8844
0,16666667;8843
0,16666667;8842
0,16666667;8841
0,16666667;8840
0,16666667;8839
0,16666667;8838
0,16666667;8837
0,16666667;8836
0,16666667;8835
0,16666667;8834
0,16666667;8833
0,16666667;8832
0,16666667;8831
0,16666667;8830
0,16666667;8829
0,16666667;8828
0,16666667;8827
0,16666667;8826
0,16666667;8825
0,16666667;8824
0,16666667;8823
0,16666667;8822
0,16666667;8821
0,16666667;8820
0,16666667;8819
0,16666667;8818
0,16666667;8817
0,16666667;8816
0,16666667;8815
0,16666667;8814
0,16666667;8813
0,16666667;8812
0,16666667;8811
0,16666667;8810
0,16666667;8809
0,16666667;8808
0,16666667;8807
0,16666667;8806
0,16666667;8805
0,16666667;8804
0,16666667;8803
0,16666667;8802
0,16666667;8801
0,16666667;8800
0,16666667;8799
0,16666667;8798
0,16666667;8797
0,16666667;8796
0,16666667;8795
0,16666667;8794
0,16666667;8793
0,16666667;8792
0,16666667;8791
0,16666667;8790
0,16666667;8789
0,16666667;8788
0,16666667;8787
0,16666667;8786
0,16666667;8785
0,16666667;8784
0,16666667;8783
0,16666667;8782
0,16666667;8781
0,16666667;8780
0,16666667;8779
0,16666667;8778
0,16666667;8777
0,16666667;8776
0,16666667;8775
0,16666667;8774
0,16666667;8773
0,16666667;8772
0,16666667;8771
0,16666667;8770
0,16666667;8769
0,16666667;8768
0,16666667;8767
0,16666667;8766
0,16666667;8765
0,16666667;8764
0,16666667;8763
0,16666667;8762
0,16666667;8761
0,16666667;8760
0,16666667;8759
0,16666667;8758
0,16666667;8757
0,16666667;8756
0,16666667;8755
0,16666667;8754
0,16666667;8753
0,16666667;8752
0,16666667;8751
0,16666667;8750
0,16666667;8749
0,16666667;8748
0,16666667;8747
0,16666667;8746
0,16666667;8745
0,16666667;8744
0,16666667;8743
0,16666667;8742
0,16666667;8741
0,16666667;8740
0,16666667;8739
0,16666667;8738
0,16666667;8737
0,16666667;8736
0,16666667;8735
0,16666667;8734
0,16666667;8733
0,16666667;8732
0,16666667;8731
0,16666667;8730
0,16666667;8729
0,16666667;8728
0,16666667;8727
0,16666667;8726
0,16666667;8725
0,16666667;8724
0,16666667;8723
0,16666667;8722
0,16666667;8721
0,16666667;8720
0,16666667;8719
0,16666667;8718
0,16666667;8717
0,16666667;8716
0,16666667;8715
0,16666667;8714
0,16666667;8713
0,16666667;8712
0,16666667;8711
0,16666667;8710
0,16666667;8709
0,16666667;8708
0,16666667;8707
0,16666667;8706
0,16666667;8705
0,16666667;8704
0,16666667;8703
0,16666667;8702
0,16666667;8701
0,16666667;8700
0,16666667;8699
0,16666667;8698
0,16666667;8697
0,16666667;8696
0,16666667;8695
0,16666667;8694
0,16666667;8693
0,16666667;8692
0,16666667;8691
0,16666667;8690
0,16666667;8689
0,16666667;8688
0,16666667;8687
0,16666667;8686
0,16666667;8685
0,16666667;8684
0,16666667;8683
0,16666667;8682
0,16666667;8681
0,2;8680
0,2;8679
0,2;8678
0,2;8677
0,2;8676
0,2;8675
0,2;8674
0,2;8673
0,2;8672
0,2;8671
0,2;8670
0,2;8669
0,2;8668
0,2;8667
0,2;8666
0,2;8665
0,2;8664
0,2;8663
0,2;8662
0,2;8661
0,2;8660
0,2;8659
0,2;8658
0,2;8657
0,2;8656
0,2;8655
0,2;8654
0,2;8653
0,2;8652
0,2;8651
0,2;8650
0,2;8649
0,2;8648
0,2;8647
0,2;8646
0,2;8645
0,2;8644
0,2;8643
0,2;8642
0,2;8641
0,2;8640
0,2;8639
0,2;8638
0,2;8637
0,2;8636
0,2;8635
0,2;8634
0,2;8633
0,2;8632
0,2;8631
0,2;8630
0,2;8629
0,2;8628
0,2;8627
0,2;8626
0,2;8625
0,2;8624
0,2;8623
0,2;8622
0,2;8621
0,2;8620
0,2;8619
0,2;8618
0,2;8617
0,2;8616
0,2;8615
0,2;8614
0,2;8613
0,2;8612
0,2;8611
0,2;8610
0,2;8609
0,2;8608
0,2;8607
0,2;8606
0,2;8605
0,2;8604
0,2;8603
0,2;8602
0,2;8601
0,2;8600
0,2;8599
0,2;8598
0,2;8597
0,2;8596
0,2;8595
0,2;8594
0,2;8593
0,2;8592
0,2;8591
0,2;8590
0,2;8589
0,2;8588
0,2;8587
0,2;8586
0,2;8585
0,2;8584
0,2;8583
0,2;8582
0,2;8581
0,2;8580
0,2;8579
0,2;8578
0,2;8577
0,2;8576
0,2;8575
0,2;8574
0,2;8573
0,2;8572
0,2;8571
0,2;8570
0,2;8569
0,2;8568
0,2;8567
0,2;8566
0,2;8565
0,2;8564
0,2;8563
0,2;8562
0,2;8561
0,2;8560
0,2;8559
0,2;8558
0,2;8557
0,2;8556
0,2;8555
0,2;8554
0,2;8553
0,2;8552
0,2;8551
0,2;8550
0,2;8549
0,2;8548
0,2;8547
0,2;8546
0,2;8545
0,2;8544
0,2;8543
0,2;8542
0,2;8541
0,2;8540
0,2;8539
0,2;8538
0,2;8537
0,2;8536
0,2;8535
0,2;8534
0,2;8533
0,2;8532
0,2;8531
0,2;8530
0,2;8529
0,2;8528
0,2;8527
0,2;8526
0,2;8525
0,2;8524
0,2;8523
0,2;8522
0,2;8521
0,2;8520
0,2;8519
0,2;8518
0,2;8517
0,2;8516
0,2;8515
0,2;8514
0,2;8513
0,2;8512
0,2;8511
0,2;8510
0,2;8509
0,2;8508
0,2;8507
0,2;8506
0,2;8505
0,2;8504
0,2;8503
0,2;8502
0,2;8501
0,2;8500
0,2;8499
0,2;8498
0,2;8497
0,2;8496
0,2;8495
0,2;8494
0,2;8493
0,2;8492
0,2;8491
0,2;8490
0,2;8489
0,2;8488
0,2;8487
0,2;8486
0,2;8485
0,2;8484
0,2;8483
0,2;8482
0,2;8481
0,2;8480
0,2;8479
0,2;8478
0,2;8477
0,2;8476
0,2;8475
0,2;8474
0,2;8473
0,2;8472
0,2;8471
0,2;8470
0,2;8469
0,2;8468
0,2;8467
0,2;8466
0,2;8465
0,2;8464
0,2;8463
0,2;8462
0,2;8461
0,2;8460
0,2;8459
0,2;8458
0,2;8457
0,2;8456
0,2;8455
0,2;8454
0,2;8453
0,2;8452
0,2;8451
0,2;8450
0,2;8449
0,2;8448
0,2;8447
0,2;8446
0,2;8445
0,2;8444
0,2;8443
0,2;8442
0,2;8441
0,2;8440
0,2;8439
0,2;8438
0,2;8437
0,2;8436
0,2;8435
0,2;8434
0,2;8433
0,2;8432
0,2;8431
0,2;8430
0,2;8429
0,2;8428
0,2;8427
0,2;8426
0,2;8425
0,2;8424
0,2;8423
0,2;8422
0,2;8421
0,2;8420
0,2;8419
0,2;8418
0,2;8417
0,2;8416
0,2;8415
0,2;8414
0,2;8413
0,2;8412
0,2;8411
0,2;8410
0,2;8409
0,2;8408
0,2;8407
0,2;8406
0,2;8405
0,2;8404
0,2;8403
0,2;8402
0,2;8401
0,2;8400
0,2;8399
0,2;8398
0,2;8397
0,2;8396
0,2;8395
0,2;8394
0,2;8393
0,2;8392
0,2;8391
0,2;8390
0,2;8389
0,2;8388
0,2;8387
0,2;8386
0,2;8385
0,2;8384
0,2;8383
0,2;8382
0,2;8381
0,2;8380
0,2;8379
0,2;8378
0,2;8377
0,2;8376
0,2;8375
0,2;8374
0,2;8373
0,2;8372
0,2;8371
0,2;8370
0,2;8369
0,2;8368
0,2;8367
0,2;8366
0,2;8365
0,2;8364
0,2;8363
0,2;8362
0,2;8361
0,2;8360
0,2;8359
0,2;8358
0,2;8357
0,2;8356
0,2;8355
0,2;8354
0,2;8353
0,2;8352
0,2;8351
0,2;8350
0,2;8349
0,2;8348
0,2;8347
0,2;8346
0,2;8345
0,2;8344
0,2;8343
0,2;8342
0,2;8341
0,2;8340
0,2;8339
0,2;8338
0,2;8337
0,2;8336
0,2;8335
0,2;8334
0,2;8333
0,2;8332
0,2;8331
0,2;8330
0,2;8329
0,2;8328
0,2;8327
0,2;8326
0,2;8325
0,2;8324
0,2;8323
0,2;8322
0,2;8321
0,2;8320
0,2;8319
0,2;8318
0,2;8317
0,2;8316
0,2;8315
0,2;8314
0,2;8313
0,2;8312
0,2;8311
0,23076923;8310
0,23076923;8309
0,23076923;8308
0,23076923;8307
0,23076923;8306
0,25;8305
0,25;8304
0,25;8303
0,25;8302
0,25;8301
0,25;8300
0,25;8299
0,25;8298
0,25;8297
0,25;8296
0,25;8295
0,25;8294
0,25;8293
0,25;8292
0,25;8291
0,25;8290
0,25;8289
0,25;8288
0,25;8287
0,25;8286
0,25;8285
0,25;8284
0,25;8283
